time[s],ar[rad],br[rad],gr[rad],ax[m/s^2],ay[m/s^2],az[m/s^2],awx[m/s^2],awy[m/s^2],awz[m/s^2]
77.455,3.52268,-0.04165,0.06143,0.01632,-0.46044,0.20611,-0.1948,0.40836,0.22371
77.506,3.52013,-0.02649,0.06308,-0.24275,-0.32011,-2.08321,0.20868,0.4862,-2.05456
77.556,3.52883,-0.01194,0.071,0.88866,0.69212,-2.82385,-0.38693,-0.86809,-2.88783
77.606,3.52145,0.00495,0.06098,0.50145,0.65653,-2.26677,-0.0889,-0.75463,-2.28983
77.656,3.50047,0.02077,0.043,-0.06904,0.20691,0.16052,0.12958,-0.16871,0.1676
77.706,3.47546,0.02541,0.0355,0.81464,-0.4109,0.96702,-0.94401,0.13255,0.92676
77.756,3.4442,0.01412,0.03169,1.28631,-0.59835,2.30119,-1.48465,0.1967,2.25061
77.807,3.40744,0.01154,0.03009,0.48178,-0.36232,1.60188,-0.61115,0.22806,1.58237
77.857,3.37461,-0.00084,0.02741,0.38921,-1.06602,2.20456,-0.68307,0.93163,2.19396
77.907,3.35002,0.0034,0.03402,1.00109,-0.69955,0.39823,-1.13712,0.47578,0.36157
77.957,3.32497,0.00372,0.03525,0.93828,-0.43362,-1.48019,-0.94873,0.25934,-1.51394
78.007,3.30808,-0.00007,0.04767,0.85938,0.33224,-1.82731,-0.70562,-0.45535,-1.86621
78.057,3.28545,0.02243,0.04707,0.69398,0.61036,-3.05724,-0.44629,-0.75118,-3.07204
78.108,3.25642,0.03264,0.03895,0.25359,0.09912,-1.87966,-0.16061,-0.18027,-1.88387
78.158,3.23551,0.03906,0.04134,0.45657,0.22265,-0.49845,-0.41091,-0.28245,-0.50781
78.208,3.21469,0.05246,0.04098,0.81073,-0.43507,0.10551,-0.8442,0.37762,0.0493
78.258,3.20018,0.0432,0.06067,-0.23107,-0.36371,0.8002,0.15849,0.40845,0.79627
78.308,3.19608,0.03592,0.0732,-0.22866,0.70505,1.53867,0.15068,-0.64163,1.57559
78.358,3.17704,0.02647,0.05658,0.73599,-0.99438,1.56458,-0.85943,1.00444,1.49361
78.409,3.14827,-0.01258,0.05153,-1.11725,-1.78871,3.04366,0.94727,1.75597,3.11942
78.459,3.14445,-0.01353,0.05872,-0.19486,-0.64839,0.14694,0.18405,0.64672,0.16688
78.509,3.13752,-0.00686,0.06493,-0.14753,-0.10209,-1.86708,0.26883,0.11372,-1.85283
78.559,3.13662,-0.00626,0.06786,0.08216,-0.02993,-1.82735,0.04215,0.04116,-1.8285
78.609,3.13025,0.011,0.0638,0.1049,-0.07095,-1.98071,0.02215,0.04887,-1.98403
78.659,3.11783,0.03103,0.04861,0.13905,0.07462,-1.24799,-0.08091,-0.11158,-1.25035
78.71,3.09678,0.04517,0.0333,0.40742,-0.40139,0.44235,-0.40267,0.43881,0.40998
78.76,3.0689,0.0548,0.0206,0.78453,-0.67595,1.63692,-0.76046,0.82108,1.58096
78.81,3.04326,0.06737,0.01462,0.70434,-0.49332,0.71641,-0.65829,0.60729,0.67123
78.86,2.98723,0.05394,-0.00579,-0.32278,-1.17303,0.33465,0.50371,1.1252,0.26905
78.91,2.96443,0.03041,-0.00497,-0.00058,-0.85003,1.98825,0.1707,0.894,1.96146
78.96,2.94774,0.04062,-0.00384,0.73033,-0.60908,-1.34516,-0.61498,0.68537,-1.36597
79.01,2.93195,0.0223,-0.00657,0.41637,-0.85478,-0.52003,-0.23514,0.91193,-0.53622
79.06,2.92457,0.01536,-0.0035,0.64935,-0.36761,-1.23823,-0.56329,0.48116,-1.24145
79.111,2.91799,0.02241,-0.00191,0.04606,-0.57559,-2.57428,0.0651,0.51618,-2.58644
79.162,2.9118,0.01046,0.00516,-0.10964,-0.68441,-2.25647,0.2686,0.61577,-2.26291
79.213,2.91624,0.00511,0.00678,-0.68035,-1.1288,-1.08646,0.92131,0.9412,-1.08758
79.263,2.94557,0.01565,0.01681,-0.0152,-0.17228,-2.44638,0.08134,0.12046,-2.44818
79.313,2.98007,0.03106,0.01602,0.66233,0.294,-1.89127,-0.68048,-0.24669,-1.89159
79.364,3.0083,0.05124,0.02359,1.03968,0.5206,-2.47901,-1.05834,-0.51202,-2.47289
79.414,3.01575,0.05691,0.02789,0.74756,0.0253,-1.27962,-0.71841,-0.0091,-1.29642
79.464,3.01313,0.05095,0.02604,0.09969,-0.64784,1.14042,-0.03798,0.71568,1.10297
79.514,3.01598,0.04828,0.02334,-0.62314,0.22446,0.62641,0.57934,-0.26797,0.65087
79.564,2.988,0.00338,-0.02098,0.57057,-1.40307,4.00337,-0.26399,1.47438,4.0097
79.614,2.98173,-0.04383,-0.00592,-1.36181,-0.84748,4.08796,1.47464,0.43877,4.11304
79.665,2.99248,-0.0138,0.00338,0.31895,0.80527,-0.72371,-0.43112,-0.73935,-0.73582
79.715,2.99162,0.002,-0.00352,-1.30287,0.12588,-2.218,1.26104,-0.32235,-2.22232
79.765,2.99558,0.00592,0.00008,0.0988,0.70136,-0.55887,-0.20023,-0.68279,-0.55472
79.815,2.99563,0.03549,0.00686,-0.78421,0.15898,-1.44538,0.75512,-0.32324,-1.43342
79.865,3.00006,0.05999,0.01258,1.19247,0.59909,-1.00406,-1.26092,-0.48611,-0.98123
79.915,2.98024,0.05644,0.00958,-0.49324,-0.3138,2.05204,0.53638,0.34767,2.03569
79.966,2.98892,0.0561,0.01953,1.70618,0.15069,0.6576,-1.71626,0.14726,0.63161
80.017,2.97963,0.02197,0.00807,0.5946,-1.04056,2.59546,-0.43053,1.18212,2.56709
80.068,3.01207,0.02667,0.01782,0.29525,0.39544,-0.48323,-0.33693,-0.36789,-0.47769
80.119,3.03244,0.04815,0.00084,0.7723,0.89101,-2.82935,-0.87713,-0.93622,-2.78383
80.17,3.04571,0.04332,0.00493,0.16297,0.29267,-1.67695,-0.18893,-0.34856,-1.66348
80.221,3.05237,0.05616,0.00612,0.24558,-0.23857,-1.89523,-0.22132,0.15206,-1.9071
80.272,3.0692,0.06552,0.02114,0.22213,-0.59631,-1.19811,-0.15889,0.52918,-1.239
80.323,3.0915,0.08256,0.02656,0.81639,0.3668,-0.24821,-0.82792,-0.34678,-0.23863
80.374,3.09065,0.10443,-0.00652,-0.50924,0.2257,0.78282,0.50638,-0.16922,0.79876
80.425,3.07667,0.07174,-0.02855,0.75193,-0.70025,3.17714,-0.59936,0.96855,3.13889
80.476,3.06231,0.03855,-0.00715,-0.3243,-0.39743,0.42847,0.35908,0.38633,0.4105
80.527,3.03575,0.04063,-0.01692,-0.769,0.12185,-0.63095,0.73835,-0.22717,-0.6384
80.578,3.02549,0.03512,-0.01659,-0.42096,0.29444,-0.76144,0.36832,-0.36637,-0.75751
80.629,3.00846,0.05538,-0.02471,-0.74243,0.28921,0.13878,0.70159,-0.37858,0.13622
80.679,2.99224,0.09102,-0.0256,0.42141,0.54901,-0.15028,-0.50362,-0.48993,-0.08896
80.73,2.96336,0.11374,-0.02579,-0.62337,-0.30074,1.32326,0.72614,0.3235,1.26417
80.781,2.94325,0.13286,-0.01966,0.3166,-0.00169,0.59602,-0.2828,0.13991,0.5966
80.832,2.92092,0.10423,-0.01956,-0.33184,-1.76478,1.83428,0.78454,1.81769,1.63391
80.883,2.94884,0.07504,-0.00834,-0.36883,-0.04138,1.29283,0.39899,0.06269,1.28298
80.933,2.97849,0.09554,-0.01792,1.17537,0.76316,-1.38499,-1.32856,-0.6831,-1.28468
80.983,2.98848,0.08483,-0.00914,-0.06509,0.15429,-1.02167,0.01844,-0.24604,-1.00547
81.033,3.00603,0.09695,0.01074,0.42415,0.27507,-1.86052,-0.46183,-0.39551,-1.82958
81.085,3.01675,0.12216,0.01974,0.74684,-0.06452,-2.60593,-0.72163,-0.16669,-2.60849
81.136,3.03166,0.12745,0.03504,0.41349,-0.46616,-0.82159,-0.34306,0.3962,-0.88804
81.186,3.0458,0.14533,0.03522,0.66128,-0.30718,0.00315,-0.62916,0.36287,-0.06441
81.236,3.05835,0.1555,0.02971,-0.45527,0.71797,1.00202,0.37793,-0.58555,1.11405
81.286,3.04712,0.15026,-0.00467,1.76113,-0.31509,0.58706,-1.71273,0.56473,0.5414
81.337,3.00806,0.09248,-0.0045,-1.36932,-1.45004,4.32464,1.62173,1.64136,4.16606
81.387,3.01018,0.09709,0.01878,-0.49566,0.49517,-0.86773,0.43197,-0.63814,-0.80623
81.437,2.99773,0.10739,0.0023,-0.87776,0.46894,-1.80857,0.77821,-0.77948,-1.74587
81.487,2.99587,0.10681,0.0012,-0.01117,0.75424,-1.14884,-0.11426,-0.86499,-1.06187
81.537,2.97676,0.1271,0.00192,-0.28115,0.70673,-1.4822,0.1343,-0.9234,-1.38012
81.588,2.94984,0.14531,0.00211,-0.82872,0.02165,-0.88783,0.78683,-0.30528,-0.87361
81.639,2.92673,0.14705,0.00311,-0.17322,-0.08428,0.49599,0.20102,0.11593,0.47881
81.69,2.91055,0.13484,0.00983,-0.61271,0.03786,0.79368,0.60484,-0.07039,0.79749
81.741,2.89877,0.08508,0.00151,-0.04045,-1.15891,2.85495,0.37105,1.34764,2.74621
81.791,2.92017,0.0504,0.0033,-0.43332,-0.2379,1.70596,0.48831,0.22179,1.69322
81.842,2.95997,0.06073,-0.00006,0.91291,0.62999,-1.49655,-1.02798,-0.54292,-1.45549
81.893,2.98402,0.0529,0.00499,-0.8063,-0.08388,-2.37557,0.80147,-0.16952,-2.37263
81.944,3.03656,0.06639,0.01252,0.04022,-0.22995,-3.40882,0.00279,0.00301,-3.4168
81.995,3.07145,0.06556,0.00647,0.67592,-0.34066,-0.87625,-0.64881,0.32851,-0.90103
82.046,3.11234,0.07709,0.02544,1.51239,-0.17395,-0.55952,-1.49331,0.17113,-0.60943
82.097,3.14114,0.10606,0.02793,1.22415,0.69377,-0.38746,-1.21318,-0.73395,-0.34568
82.147,3.14953,0.11234,0.01317,1.33049,1.1136,0.01373,-1.32173,-1.11752,0.12108
82.197,3.11685,0.06248,-0.00141,0.97543,-0.33381,3.90957,-0.95533,0.60116,3.88247
82.248,3.09495,0.0454,0.02614,-0.10129,-0.07325,-0.02051,0.10506,0.06754,-0.02117
82.3,3.05952,0.03583,0.00414,-0.47253,0.46831,-0.0219,0.4326,-0.50589,-0.00316
82.351,3.0297,0.02681,-0.00779,-1.08557,-0.25267,1.01866,1.11786,0.15581,1.00304
82.402,3.00941,0.05174,-0.01258,-0.3197,0.57052,-0.5637,0.2309,-0.63508,-0.53742
82.453,2.97611,0.0787,-0.01461,-1.01719,-0.03612,-0.29855,1.00075,-0.15561,-0.31525
82.504,2.95167,0.09434,-0.00269,-0.08847,0.39932,0.75113,0.02716,-0.33802,0.78516
82.555,2.9213,0.09902,0.00652,-0.39724,-0.60553,-1.00925,0.50398,0.40266,-1.06156
82.605,2.89921,0.03258,0.00912,-1.25108,-1.59566,3.19603,1.59402,1.35632,3.15364
82.655,2.93742,0.02184,0.00542,-0.39172,-0.29648,1.75534,0.44214,0.25034,1.75054
82.705,2.97921,0.03083,0.00216,2.08031,0.76983,-1.12673,-2.18057,-0.45784,-1.10694
82.756,3.00191,0.0203,0.0129,0.09069,0.37647,-0.55292,-0.13671,-0.37223,-0.54629
82.806,3.03433,0.05958,0.02968,1.3261,0.72434,-3.68257,-1.31038,-0.80894,-3.67056
82.856,3.04592,0.07041,0.02535,0.53019,-0.59282,-1.56964,-0.44214,0.52465,-1.62036
82.906,3.06798,0.08589,0.03593,0.97389,-0.12558,-1.44419,-0.91902,0.06607,-1.48356
82.956,3.07975,0.1066,0.02704,-0.00647,-0.0646,-0.25426,0.01561,0.03631,-0.25943
83.006,3.08683,0.11624,0.01018,0.65217,0.74608,0.15871,-0.69237,-0.68654,0.23758
83.056,3.05704,0.09703,-0.02285,0.90192,-0.86028,2.05038,-0.76253,1.12523,1.97737
83.107,3.0268,0.05776,-0.01092,-1.04545,-0.71099,1.35919,1.14346,0.66098,1.3044
83.157,3.00981,0.05872,-0.02012,0.06115,0.6906,0.22763,-0.14489,-0.66269,0.26894
83.207,2.98675,0.0684,-0.03153,-1.19664,0.17116,-0.49145,1.13452,-0.3865,-0.51599
83.257,2.96865,0.08693,-0.04042,-0.61851,0.09372,-0.35557,0.57288,-0.22837,-0.3707
83.307,2.9455,0.11876,-0.04507,-0.65824,-0.13092,-0.75691,0.61871,-0.08529,-0.79577
83.357,2.92436,0.13352,-0.03118,-0.33397,-0.0442,0.17596,0.3455,-0.00884,0.1581
83.408,2.91203,0.14469,-0.01531,0.63887,0.31659,-0.10469,-0.698,-0.17267,-0.04826
83.458,2.88977,0.11471,-0.0166,0.72979,-1.21031,1.6331,-0.33392,1.52184,1.49565
83.508,2.90437,0.08069,-0.01227,0.20953,-0.15627,1.80031,-0.11142,0.33668,1.78429
83.558,2.94113,0.10618,-0.01553,1.61996,1.1192,-1.80943,-1.87413,-0.94777,-1.65539
83.608,2.95068,0.11471,-0.01835,0.52201,0.32677,-2.02016,-0.65409,-0.43856,-1.95963
83.658,2.9536,0.1203,-0.01042,0.41162,-0.2128,-1.23358,-0.40506,0.14194,-1.24588
83.709,2.95631,0.13448,0.00011,0.45521,-0.48282,-0.85478,-0.3803,0.44147,-0.91184
83.759,2.96137,0.14614,0.01499,0.30929,-0.43643,-0.28178,-0.23017,0.43843,-0.34689
83.809,2.96864,0.16158,0.01153,0.76612,0.54094,-1.04583,-0.86384,-0.56329,-0.95384
83.859,2.94343,0.13516,-0.01721,1.25628,-0.73681,1.30444,-1.03059,1.13383,1.21449
83.909,2.90642,0.08019,-0.0169,-0.29342,-1.10214,2.59216,0.63217,1.19129,2.49024
83.959,2.8888,0.07506,-0.02056,1.27602,0.17678,-0.66209,-1.3044,0.10564,-0.62067
84.01,2.84815,0.07797,-0.05071,-0.38841,0.19491,0.14261,0.3248,-0.29115,0.13755
84.06,2.81462,0.08017,-0.05947,0.01641,0.32904,0.10025,-0.11261,-0.2996,0.12707
84.11,2.76971,0.10068,-0.05714,0.17471,0.30089,-0.50887,-0.31654,-0.25161,-0.4653
84.16,2.71876,0.11942,-0.04595,-0.47599,-0.08556,-0.45109,0.42648,-0.16047,-0.47931
84.21,2.67815,0.11682,-0.02899,-0.34325,-0.16136,0.87074,0.44596,0.0684,0.83576
84.26,2.66296,0.12301,-0.00222,0.03288,0.76268,-0.71806,-0.41978,-0.73418,-0.61898
84.31,2.64169,0.09407,-0.00113,0.85539,0.01331,0.98055,-0.7119,0.47877,0.97842
84.361,2.63989,0.06684,0.01267,0.19759,0.43825,1.28144,-0.35668,-0.20567,1.30524
84.411,2.65267,0.08413,0.02015,1.73487,1.46821,-2.0831,-2.26497,-0.65376,-1.98676
84.461,2.64589,0.07828,0.02566,1.91723,1.23316,-0.28069,-2.2766,-0.1959,-0.23235
84.511,2.62826,0.08724,0.04635,1.79883,1.37305,-1.16832,-2.24336,-0.43059,-1.12602
84.561,2.59784,0.10399,0.04561,1.53872,0.18605,0.27785,-1.41086,0.66185,0.22559
84.611,2.57254,0.12506,0.06424,1.23827,0.19156,0.8869,-1.13721,0.62106,0.82318
84.661,2.54268,0.15959,0.06446,0.05074,0.47654,0.64436,-0.28403,-0.25268,0.70735
84.712,2.50203,0.15756,0.05385,0.13346,-0.0337,0.40756,-0.06723,0.16966,0.38954
84.762,2.4326,0.10583,0.02692,0.4643,-1.28744,3.83151,0.66553,1.64713,3.66027
84.812,2.37468,0.07318,0.04242,-0.69096,-1.18895,0.69689,1.33544,0.43349,0.63669
84.862,2.3327,0.059,0.04508,1.34134,0.39665,-0.52007,-1.22004,0.65561,-0.55559
84.912,2.2794,0.04151,0.04951,0.49153,0.05689,-1.16826,-0.36255,0.25968,-1.18777
84.962,2.23214,0.03638,0.0494,0.99797,0.45207,-0.51022,-0.96927,0.47677,-0.54207
85.013,2.17714,0.04755,0.04534,1.88725,0.43291,-0.25912,-1.43648,1.28382,-0.32343
85.063,2.10057,0.0624,0.03721,1.85073,-0.83031,1.33833,-0.17639,2.09764,1.21431
85.114,2.0145,0.08494,0.03399,2.13233,-0.69774,1.25142,-0.21492,2.30451,1.11479
85.165,1.90352,0.09428,0.03414,2.03744,-2.1097,0.19454,1.32901,2.6207,-0.07428
85.215,1.78261,0.04999,0.04211,0.38977,-2.9004,3.18592,2.87668,1.15412,3.0178
85.265,1.70079,0.04838,0.06488,0.84131,-1.90394,0.13504,1.77955,1.08817,-0.01197
85.317,1.63189,0.05831,0.04522,1.85392,-1.2052,-1.13407,1.02018,1.86653,-1.28487
85.367,1.56786,0.0235,0.04568,2.17629,-0.628,0.5009,0.6437,2.19502,0.38614
85.418,1.50072,0.02312,0.04605,1.40676,-0.07799,-1.2797,0.14106,1.33977,-1.34455
85.468,1.43246,0.03312,0.04127,1.52565,0.0933,-2.12579,0.034,1.44576,-2.18264
85.519,1.3603,0.02719,0.0447,0.94336,0.01158,-1.3016,0.13775,0.87478,-1.34164
85.571,1.29219,0.02193,0.04816,1.01985,0.08696,-0.31278,0.1848,0.99099,-0.35953
85.622,1.22954,0.01827,0.05074,0.32748,-0.14276,0.62553,0.26505,0.28661,0.6054
85.672,1.18233,0.01727,0.06032,0.46044,-0.39801,2.09028,0.62301,0.37778,2.05154
85.723,1.14345,0.03777,0.08125,0.92571,0.49965,0.34863,-0.05091,1.06811,0.29102
85.774,1.07588,0.03084,0.06368,1.46618,-1.04941,1.96907,1.72832,0.87229,1.83853
85.825,1.01737,0.02364,0.07715,-0.69359,-1.28871,0.80658,0.78249,-1.22323,0.82694
85.876,0.9739,0.04103,0.08259,1.29364,0.05054,-1.11893,0.58955,1.0465,-1.21874
85.926,0.92133,0.04047,0.08488,0.70604,0.02672,-1.18118,0.30378,0.52693,-1.23469
85.977,0.83299,0.03576,0.08391,0.36334,-0.20097,-1.28279,0.28522,0.08473,-1.31508
86.028,0.77257,0.02839,0.07768,0.4475,-0.25443,-0.47196,0.46078,0.11399,-0.51229
86.078,0.7175,0.0274,0.07455,0.24566,0.43656,-0.78282,-0.16068,0.46803,-0.78668
86.129,0.65715,0.03015,0.0599,0.80943,0.59815,-0.28981,0.25453,0.96439,-0.31956
86.18,0.58342,0.02337,0.04191,-0.17924,-0.6981,1.62258,0.31271,-0.67542,1.61191
86.231,0.52463,0.03323,0.03217,0.49881,-0.08969,1.66218,0.55005,0.1516,1.64139
86.282,0.45978,0.05861,0.02303,0.89507,0.30485,-0.38219,0.64851,0.68704,-0.38416
86.333,0.37066,0.04072,0.01345,0.09424,-1.19486,0.68029,0.53883,-1.10111,0.62975
86.384,0.29849,0.01281,0.01493,-0.05066,-1.16886,2.75867,0.34506,-1.15364,2.74392
86.434,0.25307,0.04284,0.02224,0.72167,-0.67899,-1.65435,0.81484,-0.41608,-1.69753
86.484,0.20629,0.05268,0.02225,1.13608,-0.52015,-2.21342,1.14577,-0.1705,-2.26244
86.534,0.15617,0.04875,0.0245,1.02372,-0.49678,-2.20843,1.01777,-0.23189,-2.25439
86.584,0.10529,0.04459,0.02447,0.25827,-0.7331,-2.32945,0.26611,-0.60367,-2.36543
86.635,0.07137,0.03467,0.03404,0.31263,-0.25852,-2.911,0.22403,-0.14153,-2.92716
86.687,0.04806,0.02939,0.03283,-0.05801,0.01636,-1.97034,-0.12608,0.06818,-1.96604
86.738,0.04418,0.04473,0.03263,0.25737,0.53941,-3.18243,0.12316,0.68757,-3.16183
86.789,0.02819,0.0449,0.01621,0.16777,-0.48436,1.03829,0.19945,-0.52494,1.01264
86.84,0.03057,0.06233,0.03718,0.15043,-0.60558,0.32134,0.18127,-0.61881,0.27719
86.891,0.03303,0.09641,0.04977,-0.025,0.83435,-0.38291,-0.07263,0.86524,-0.29911
86.942,0.01605,0.11227,0.023,0.60489,1.02658,1.36901,0.6222,0.87843,1.46123
86.992,6.25042,0.09962,-0.00419,-0.16014,-0.64567,2.7157,-0.20131,-0.90638,2.63733
87.043,6.21488,0.10407,0.00147,-0.34558,0.57473,-1.12248,-0.29945,0.71027,-1.0562
87.094,6.18278,0.09417,-0.00706,-0.69244,-0.19741,0.27219,-0.71306,-0.15096,0.24755
87.145,6.16277,0.10048,-0.0129,-0.36258,-0.13779,0.49081,-0.38854,-0.1402,0.46981
87.196,6.15015,0.11925,-0.00657,-0.4574,0.48937,-1.32716,-0.35926,0.69796,-1.26247
87.247,6.131,0.13349,-0.00865,0.22358,0.62754,-0.86768,0.34016,0.69363,-0.77449
87.298,6.09556,0.12242,-0.01219,-1.69764,0.05617,2.2262,-1.73422,0.1119,2.19569
87.349,6.09288,0.11949,-0.00197,-0.07002,0.62488,0.26821,0.04204,0.59119,0.34065
87.399,6.09174,0.09088,-0.00788,0.12355,-0.2141,1.21977,0.0502,-0.33976,1.19624
87.45,6.11078,0.07595,-0.01008,0.30946,-0.18457,0.20145,0.26862,-0.24934,0.18996
87.501,6.1409,0.08266,-0.00696,0.23936,0.2478,-2.57865,0.31989,0.41859,-2.54767
87.552,6.16881,0.08868,-0.0064,0.84867,0.49186,-1.80435,0.92866,0.54683,-1.74826
87.603,6.1883,0.10236,-0.00047,0.24829,0.14071,-2.29738,0.28375,0.34941,-2.27086
87.654,6.20103,0.10453,0.01158,0.33078,-0.50493,-0.9427,0.28566,-0.4283,-0.99399
87.704,6.22438,0.12066,0.03001,-0.04499,0.06216,-0.93362,-0.06264,0.17786,-0.91759
87.755,6.24183,0.14523,0.01807,0.23073,0.6639,-1.28621,0.24215,0.83433,-1.18051
87.805,6.21464,0.10323,-0.00446,-0.05215,-1.32467,2.74369,-0.17383,-1.59217,2.59231
87.856,6.19775,0.06803,0.00808,-0.53824,-0.50893,1.91173,-0.57532,-0.59107,1.87699
87.907,6.1861,0.06777,0.00152,-1.0157,0.3126,0.72447,-0.98435,0.35983,0.74552
87.957,6.18569,0.07692,0.00153,-0.60347,0.91567,-0.41138,-0.5093,0.99882,-0.33888
88.008,6.17067,0.09954,-0.00765,-0.84786,0.93724,-0.18251,-0.73426,1.0404,-0.09492
88.059,6.15071,0.12466,-0.00517,-0.83201,0.56042,0.96104,-0.7719,0.54383,1.01899
88.109,6.13252,0.14708,0.0125,-0.7187,0.26948,0.10798,-0.67173,0.35427,0.15518
88.16,6.11555,0.10194,0.02456,-0.31466,-1.20777,2.48547,-0.49276,-1.39245,2.35659
88.211,6.15308,0.08987,0.02376,0.26142,0.0069,0.1173,0.2615,-0.03733,0.11123
88.262,6.19474,0.10016,-0.0034,2.03007,1.2284,-0.72951,2.13893,1.1099,-0.59617
88.313,6.20315,0.089,-0.00129,-0.03729,0.00986,-0.44496,-0.03265,0.05215,-0.44237
88.364,6.22159,0.10534,0.00363,0.31295,0.18442,-1.58321,0.32817,0.33041,-1.55617
88.415,6.23724,0.12499,0.00769,0.88302,0.02502,-2.44281,0.87846,0.29014,-2.4273
88.466,6.24301,0.12491,0.0181,0.71914,-0.89807,-1.29613,0.66576,-0.75535,-1.41062
88.517,6.25351,0.13805,0.02343,-0.09296,-0.59905,-1.12448,-0.13225,-0.43522,-1.19376
88.567,6.25843,0.14625,0.00748,0.75046,0.15433,-0.0945,0.75364,0.14866,-0.07656
88.618,6.2337,0.11702,-0.00377,-0.15002,-1.11847,2.45176,-0.22818,-1.38741,2.30383
88.669,6.22546,0.10792,0.00046,0.01348,0.76791,-0.23758,0.05887,0.78695,-0.15349
88.72,6.20308,0.11256,-0.0164,-0.2288,0.79078,-1.50857,-0.12691,0.96889,-1.41373
88.771,6.16836,0.09441,-0.02517,-1.00748,0.16892,0.47503,-0.99799,0.24173,0.46345
88.821,6.13982,0.09686,-0.03225,-1.34559,-0.17314,0.72501,-1.38826,-0.04027,0.66131
88.872,6.11528,0.10629,-0.02395,-0.09657,0.09757,0.52037,-0.10044,0.0597,0.52534
88.924,6.08948,0.10955,0.0055,-1.00151,0.24915,0.39562,-0.9414,0.39236,0.42595
88.975,6.07463,0.10016,0.02707,0.95989,0.40537,-0.16006,1.02187,0.21502,-0.14452
89.025,6.06256,0.0648,0.03069,-0.94412,-0.48492,2.07088,-0.99444,-0.41217,2.06307
89.075,6.09709,0.0754,0.02431,0.929,0.67637,-0.48071,1.03301,0.53038,-0.45076
89.126,6.11719,0.09045,0.01496,0.18828,0.6649,-1.98671,0.29547,0.8041,-1.92111
89.176,6.12999,0.0889,0.01384,0.05246,0.05451,-0.06029,0.06013,0.05113,-0.05593
89.226,6.14365,0.10734,0.01455,-0.06686,-0.85522,-0.4667,-0.18426,-0.78239,-0.55463
89.276,6.17017,0.12617,0.02791,0.10714,-0.90705,-1.07436,-0.00956,-0.76815,-1.18251
89.326,6.20688,0.16726,0.01649,0.66175,0.37119,-1.72123,0.68132,0.60416,-1.64594
89.376,6.18871,0.12281,-0.00334,1.35372,-0.60265,2.09298,1.26005,-0.9783,2.00786
89.427,6.16829,0.09142,0.00321,-0.15509,-0.50964,1.35467,-0.22211,-0.60978,1.30298
89.477,6.15071,0.10253,-0.01785,0.31426,0.52858,-0.2139,0.38751,0.50032,-0.15306
89.527,6.12145,0.09371,-0.02294,-1.42228,-0.03449,0.39994,-1.42346,0.16265,0.36237
89.577,6.09983,0.10772,-0.03462,-0.88362,0.22257,0.93746,-0.87761,0.28869,0.92499
89.627,6.08295,0.12865,-0.03699,-1.05116,0.10941,0.04699,-1.00978,0.3146,0.02205
89.677,6.0688,0.14451,-0.027,-0.53897,0.40065,-0.7379,-0.39958,0.60362,-0.68665
89.727,6.04481,0.13236,-0.00706,-0.01487,-0.26275,-0.54575,-0.0552,-0.18049,-0.57575
89.778,6.02473,0.0866,0.00464,-0.96428,-0.51693,1.90239,-1.09749,-0.41314,1.85498
89.828,6.04242,0.07206,-0.00604,0.13502,-0.34135,0.62597,0.03551,-0.40576,0.60057
89.878,6.07671,0.05825,-0.00372,1.39706,0.629,0.13926,1.49388,0.32007,0.18083
89.928,6.10094,0.06737,0.00286,1.57959,1.13425,-1.18888,1.76974,0.90628,-1.11433
89.978,6.10531,0.08796,0.00025,-0.10369,-0.13154,-2.24361,-0.0909,0.08346,-2.24647
90.029,6.1125,0.09544,0.00486,0.50111,-0.42489,-0.10025,0.42316,-0.4922,-0.14271
90.08,6.12018,0.11563,0.016,0.27345,-0.91365,-1.41858,0.12675,-0.77424,-1.51867
90.131,6.12802,0.11717,0.02857,-0.2563,-0.39372,-0.54649,-0.31923,-0.28207,-0.58128
90.182,6.12608,0.11518,0.01952,0.15648,0.69149,-1.26778,0.2604,0.80207,-1.1827
90.233,6.08406,0.06268,-0.00512,-0.65495,-0.9715,2.84155,-0.88324,-0.99228,2.77173
90.283,6.06443,0.02665,0.00348,-1.45373,-0.30154,1.88523,-1.48902,-0.02935,1.88158
90.334,6.06907,0.04383,-0.01283,-0.26591,1.10931,-0.64998,-0.0101,1.16564,-0.6041
90.385,6.06032,0.05678,-0.02834,-1.78184,0.11491,-1.3095,-1.65849,0.5726,-1.35074
90.436,6.0577,0.07026,-0.04714,-0.40815,0.36017,0.25084,-0.3322,0.42815,0.25605
90.487,6.04926,0.08249,-0.03459,0.5079,0.65786,-0.10521,0.65095,0.52629,-0.03308
90.538,6.02359,0.10161,-0.03171,-1.03729,-0.14001,-0.65874,-0.9996,0.19392,-0.70193
90.589,6.0062,0.08931,-0.02378,0.25351,-0.22689,-0.35574,0.19865,-0.25899,-0.36846
90.64,5.99165,0.04019,-0.02846,-1.01988,-1.05734,3.01766,-1.39687,-0.80916,2.94252
90.691,6.02564,0.02773,-0.03007,0.12834,0.20332,1.57341,0.11895,0.13364,1.58159
90.742,6.06369,0.03133,-0.02932,1.16041,1.17675,-0.68948,1.41238,0.91102,-0.61799
90.792,6.08781,0.03112,-0.02572,0.01007,0.52713,-0.09676,0.11518,0.51736,-0.08001
90.843,6.11671,0.05577,-0.01351,1.11854,0.61142,-2.02222,1.24962,0.52249,-1.96973
